,0,1
1,-1.8923694492370413,-5.370175062137227
1,-0.3399643915022241,-0.8553813502826413
1,-4.24865547721387,-2.300177695651644
1,-0.8317941429015729,0.018387418439158365
2,5.107755591927818,2.9041501312452573
0,-2.484413528482585,0.9396371354646859
0,-0.20355863959431275,-0.43573249037421513
2,5.277505765047666,1.7569115437375769
1,-1.7043354961481079,-4.642570425737291
0,-2.5311617416693326,0.7039582830546937
0,-2.2243368259759007,0.7936106317943266
1,-1.8135927935977687,-4.283571912022893
0,-4.189303694452384,0.7696467865746622
1,0.5983498433420775,0.6591703322548479
0,-0.929103818260042,1.7149951079618426
1,-0.08910554891505656,1.2886116128865766
2,3.6593990312859894,-0.7660443585231387
2,1.9937140832368179,2.0395964119694563
0,-3.017443152838567,1.1641708876361656
2,0.3340246750783824,1.4483438367366899
2,-0.4755858094095151,-1.256052136107849
0,-4.060193059389002,0.7326002113014417
0,-3.8043625990719416,0.952567925306113
1,-3.8155886952157037,-2.4244395998549635
2,4.492931394479003,2.1508191159776597
0,-4.679642318339078,0.5774728715683028
0,-3.481653944421376,0.5296184078841912
2,1.6401143203037662,-1.0788330013624088
0,-4.462107762237252,0.3767206152738798
1,0.35594738095236744,0.6189297354347436
1,-0.5481335712122314,2.0858589996168897
2,3.260949459269066,-0.6315461328890286
0,-5.801568149882977,-0.28533742380717153
2,2.947441183185754,0.7088275043295948
2,2.941691970855641,-0.9435969990288864
2,6.505286017396237,0.37594093598435085
1,-1.6856545155388933,-2.027294731784374
2,2.5128741895876896,2.4638914934086342
1,-3.148877911469176,-7.826639664263889
1,1.0747805158152892,-1.7791651604492114
2,2.391594499079771,1.4379546253406292
0,-2.217560143742334,1.0446114041809638
1,4.706212704102258,-1.5063666481272247
0,-2.9524788667503548,0.9241636012329094
0,-2.847416956925505,1.3544922694757378
1,-0.6878161733014811,-0.9145349204158957
2,2.7063426060653426,0.8043377227347414
0,-2.0874781049699083,2.2721537577947446
2,0.7175449974558306,2.8871014047842882
2,4.113653698816887,2.355816490719797
1,0.8071831158305133,-1.728163332287187
2,4.643036192376572,2.183360040650046
1,-6.012733349281925,-2.269990721726088
1,2.023205909562092,-1.7709417675691357
1,-4.975932794159869,-2.4682160371913273
2,0.265204549904404,-1.6628945796015264
0,-1.9759697991564058,0.9175120127995267
1,-0.698527766379623,-1.0802321569725413
0,-2.206094707293593,-1.2225056732026187
2,3.947131666614693,-1.252972461185042
1,-0.010847992907197845,0.43684489985229225
1,1.4247716093498408,-1.9959794890447657
1,-0.79911119526398,-2.84533425113482
0,-1.8207474123509657,1.4295439283594253
1,-2.1587428564642304,-2.1995141562148675
0,-4.092615225044736,0.7974528883785889
0,-2.5755189851238214,0.6111027868212708
1,0.29349767920518716,-2.206885646840167
1,-0.427399433923017,1.1934637267597985
