,0,1
1,-0.7324690703850041,-2.7593939949498805
1,0.6610963698872722,-2.029743915676754
0,-0.40080032995859427,1.835105032417334
2,1.7089406155441347,0.9640256083083302
1,-0.5259089383950264,-2.0382792061181014
1,-0.45983791872880614,0.8964768716417748
0,-4.153411411420557,0.5847987116171314
0,-1.6603608079907375,1.3336234331859504
2,4.2445924237694195,0.036045496653311804
1,-0.7896930739872579,0.19756244616009488
0,-2.0400138294192556,-0.33678122700234525
0,-3.5416073450994148,1.2780081759964306
1,-1.3133474093213884,-3.283277004760533
2,2.579250794168961,-2.2028884311323553
0,-2.2330842903440726,1.636116245543259
0,-3.276774898839915,1.1916578446531736
2,2.091089989701603,1.1653760583586241
1,-0.8957221007249615,-0.5421191958711215
1,-0.25012341226132373,-0.6599791223034874
0,-3.384917907838947,0.9943834060614626
2,2.456413750428387,-0.05478478206643958
0,-2.280611905281714,1.1121033153468844
2,4.6024358668945915,1.3319937795705243
1,1.1625109295282543,2.061569428340122
1,-0.16409358944807778,-0.527957967082922
2,0.6778849973116947,-1.0246181793317897
1,-0.4799290183293975,-1.955240891638948
1,-1.4108898772175298,-5.371735587044649
2,3.235069194867902,-0.7187229701183686
0,-2.821871270432355,0.828373540786744
2,-0.096038797526949,0.307711972942433
1,-0.6667507971666655,-1.7279016880596327
1,0.21302088492729,1.3660048559618416
0,-3.970145742977901,0.6632072320310225
2,4.489793198738175,3.227499955103699
1,-2.1219644188698785,-6.449540282498455
2,6.9165403526743425,2.3466727355248915
0,-3.200779995072896,0.534022801333272
2,2.104836500034745,-1.4488532881962857
2,1.6439988845889748,1.3425557968827995
0,-1.278450538468754,-0.08740209796592047
2,3.7882390030394,-0.02378301592831722
2,5.511976202088256,2.309831870912401
1,-0.6945645353760294,-2.0820576998992006
1,-2.2281255804525224,-6.822542436970307
1,-0.48997645529119577,-0.7691726799358913
2,1.5291039233143005,2.6400849839464264
2,0.818351179066191,0.059684194441438354
1,0.33413055423256954,2.1484170639842026
2,3.9501348067231907,-0.27635638919535976
1,0.4728377397279988,1.4225821631295452
1,-0.9768295070873745,-0.818379371024367
1,-1.9213941878306218,-5.818420075920924
2,5.065897997671859,2.9533525670508425
0,-2.668049838016752,1.3699517393110163
0,-2.22102961862741,1.005537549727418
1,-2.019297755941028,-2.0999315114175103
1,1.212102529155847,3.549777484808402
0,-6.048565726010336,-0.5078392537200382
2,4.233832999265839,-0.9735376139451462
1,-0.9782029595947653,-2.17223730008675
2,1.840192507257029,-0.7196514592721786
0,-3.0403184269468015,0.8030095287971046
1,-0.19314156176317737,-0.31561813178242304
2,3.353030953902308,0.561322916722323
0,-2.7601020472317606,0.8141914723474766
0,-3.88187701602861,2.003078033467665
2,5.820966530320309,-0.18773551523345677
1,4.488035833027931,-1.7797997960567786
0,-3.7856546719428277,0.5728126840264169
1,-1.3370476460575227,-3.6927954583288547
2,2.726285698656399,2.241661001050162
0,-1.8684579735816609,1.3787534379205932
2,5.044178182650024,3.30289333764475
2,3.4367191046853147,1.304604435367392
0,-2.051603781332167,1.357983577010736
