,0,1
1,6.6199133329499125,-1.3790968570474473
1,-0.8874652917952146,-2.088044689532436
1,-0.003435370495464274,1.3036168990141208
2,2.657062256487201,-0.568148007317705
1,-1.6671639057180478,-4.754134188415314
1,-1.1707198432599215,-3.593206291787274
0,-3.893894349483877,0.5027079562187178
0,-3.6570619039312193,0.5314594115359677
1,1.1583983076315691,0.9057386420302056
0,-5.0066887814932794,0.10894003038620748
1,-0.8163801826759048,-3.0259197714092023
0,-2.2395661705535423,1.5586867365784478
0,-3.0438822168072965,-0.6947420664336237
0,0.023839549976050645,0.33555531277346096
1,0.1866695915808907,1.271084289103091
0,-3.7262716064373316,0.9096322750926594
1,1.4382477162190646,4.926351386053797
0,-4.543915813118398,0.2973262965737087
0,-3.5199566142833523,1.2238118729111476
1,-0.934331014476722,-1.8298905669995436
2,3.44685170867615,-0.15554885538513913
1,2.8128702182194756,9.074298083808642
2,0.2836666154598293,-0.32777067603257004
1,1.740332171521008,-1.733237352472297
1,0.2812994567301943,-1.1681933664371882
1,0.11617918057844334,1.8736246101218743
1,-0.839584784064831,-2.5130701469121677
2,2.9631727408311748,2.862349984022396
0,-2.7068586288074066,1.0789767383635191
2,3.184724181786007,2.157794337507475
0,-4.484751703625206,0.7787488648002866
2,1.802648434641367,0.463378807616319
1,-2.4027738369864857,-6.459081321433527
0,-3.1062097377141384,0.7023968753467544
2,1.8434228551558338,-1.1120024616094903
2,1.6585525869413567,1.6067472146887067
2,2.5050511979415795,1.7313306549526006
1,-1.2617665596911627,-0.9414653331037355
0,-2.3605078616650697,1.0426420931554146
2,3.23841985025579,0.7606870507196488
0,-0.5506775920468412,1.9231562680919068
1,0.2856232553675252,1.5383152869530754
2,4.433567589845117,3.3349165172679975
2,3.936166151314529,1.3618558358809243
2,1.9759292380976503,0.8651978601150225
0,-2.8854262726518893,1.4488622705298004
2,3.867636929944068,0.7224064021891747
2,4.469478737456887,1.1238840103037548
1,-1.253506647678189,-2.316888090520214
2,2.2885451917268176,2.0939044020584676
2,4.82898912245007,5.32211037831916
0,-1.0684033866971099,-0.6658597086196338
2,2.6118837212984514,-1.102298494985468
2,1.1506795876759839,0.11101651356896058
1,-0.7865308423143065,-2.041124344444129
1,1.11544567981596,-1.8816268510476652
