,0,1
1,2.033527516109053,3.5157802941421643
2,3.034848957741057,0.825149720388799
0,-3.579686204826644,1.0773289695826078
1,-0.2597852727449588,-1.0836852770377892
1,0.42276133403799476,-1.7714853850761396
0,-2.727708048546604,1.3833550967782662
1,-2.4818582858672293,-2.3996016961463704
2,1.8084224082378144,0.9070651817281229
1,-0.07531100289190512,-1.0576488923560299
1,-1.5663818383134214,-3.5327109441990023
1,-1.3136481782919596,-2.9706558159821004
1,-2.0585736047503964,-3.5498872605095797
2,3.279908806084447,-1.3172289078198114
2,-0.5064503455377771,-0.9925054588581439
2,3.3782885858326277,0.3931531907094903
1,1.1797711630325651,3.7492665467880855
1,7.304542787546841,-1.1086875320933023
0,-4.493566356672414,-0.08385049922906473
0,-2.016738059007432,2.564945253449025
1,-0.5918692720526124,-0.7711813840967703
1,-1.0976438972252414,-1.6613642370461046
1,2.361032543829302,-1.8552407324033608
0,-5.67020577073421,-0.5147844064227651
2,1.6652758667257912,-0.703719555180959
1,-1.278850274770213,-1.8881930451456297
2,1.381411916485065,0.902808526485036
0,-4.167349552846012,0.8726474342070979
1,-2.019662054716772,-5.510547770953854
1,-0.2547585194739326,0.21374608549301377
2,3.9855199062768962,-0.8922201929015106
1,-0.09214963798744502,-1.229300195252941
0,-3.1163927768640782,1.0133451452443338
0,-1.0383656271384596,-1.2147045134939396
0,-1.4869466317614903,0.7907096503755154
1,-0.8636940492315126,-1.86563896864747
0,-3.95505287519361,0.6185377669888246
0,-3.17505423572176,0.934140111787357
1,-1.334321786439829,-1.8347449507601041
1,-4.957340940004209,-2.121658213609498
0,-4.318155231228017,0.46902419742152845
0,-2.756348949859069,0.8969179866589373
1,-1.6857758927638486,-5.86125475878697
0,-1.6472074202771863,1.474500737914529
0,-3.999917345706327,0.5421753392521571
0,-3.25744192641384,1.1607912975094585
1,0.6014227373650431,-1.757807668678211
1,-0.8907018384206848,-1.5185401997254866
2,1.9776333767305763,-1.5048527510297012
0,-3.811354584708969,0.46495422409545095
2,1.7192650388134108,-0.5721728289170052
0,-2.4523290926622012,1.2346406931956122
0,-4.944240129666672,0.6367515265790472
0,-1.9282991009919201,-0.9138849435565695
1,0.14921483388366064,0.03975189629822218
0,0.4940517054431717,2.3711478880821097
2,0.18747633177204137,1.9500419278472019
2,3.1625920453972634,2.025834299913506
1,-0.45445448454559945,0.9646953264147293
2,3.035564821923504,-2.5740019737722877
1,-1.6671830061330597,-2.483192743479683
0,-3.2496756699621225,0.8643125780487522
1,-2.9791316997140442,-9.879753097660968
0,-3.664059814402586,0.35553998352647515
1,0.5037618262024899,3.9209387545612264
1,-2.264396889079917,-5.947525577150892
0,-2.6213021876840954,1.1620592354348622
2,1.9743106850608458,1.7653151611307738
1,-0.7193495715944359,-2.2923632572141504
0,-3.7478612529732658,0.8113095339675211
